"location","pollster","partisan","polldate","samplesize","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","rightcall","candidate","percent","type"
"IA","Quinnipiac University","",2016-01-28,890,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"trump",31,"rep"
"IA","Selzer & Company","",2016-01-28,602,-5,2016-02-01,27.64,24.3,3.34,8.34,0,"trump",28,"rep"
"IA","Overtime Politics","",2016-01-29,416,-9,2016-02-01,27.64,24.3,3.34,12.34,0,"trump",34,"rep"
"IA","Emerson College","",2016-01-30,298,-1,2016-02-01,27.64,24.3,3.34,4.34,0,"trump",27,"rep"
"IA","Opinion Savvy/InsiderAdvantage","",2016-01-30,887,-0.7,2016-02-01,27.64,24.3,3.34,4.04,0,"trump",20.1,"rep"
"NH","Harper Polling","",2016-02-02,425,19,2016-02-09,35.23,15.71,19.52,0.52,1,"trump",31,"rep"
"NH","University of Massachusetts Lowell","",2016-02-02,487,29,2016-02-09,35.23,15.71,19.52,9.48,1,"trump",36,"rep"
"NH","Gravis Marketing","",2016-02-03,871,16,2016-02-09,35.23,15.71,19.52,3.52,1,"trump",29,"rep"
"NH","Marist College","",2016-02-03,653,20,2016-02-09,35.23,15.71,19.52,0.48,1,"trump",30,"rep"
"NH","MassINC Polling Group","",2016-02-03,410,20,2016-02-09,35.23,15.71,19.52,0.48,1,"trump",29,"rep"
"NH","University of Massachusetts Lowell","",2016-02-03,500,26,2016-02-09,35.23,15.71,19.52,6.48,1,"trump",34,"rep"
"NH","University of New Hampshire","",2016-02-03,287,15,2016-02-09,35.23,15.71,19.52,4.52,1,"trump",28,"rep"
"NH","American Research Group","",2016-02-04,420,22,2016-02-09,35.23,15.71,19.52,2.48,1,"trump",36,"rep"
"NH","Franklin Pierce University","",2016-02-04,433,20,2016-02-09,35.23,15.71,19.52,0.48,1,"trump",31,"rep"
"NH","Suffolk University","",2016-02-04,500,15.8,2016-02-09,35.23,15.71,19.52,3.72,1,"trump",28.8,"rep"
"NH","University of Massachusetts Lowell","",2016-02-04,501,25,2016-02-09,35.23,15.71,19.52,5.48,1,"trump",35,"rep"
"NH","Monmouth University","",2016-02-05,508,16,2016-02-09,35.23,15.71,19.52,3.52,1,"trump",30,"rep"
"NH","University of New Hampshire","",2016-02-05,362,22,2016-02-09,35.23,15.71,19.52,2.48,1,"trump",33,"rep"
"NH","American Research Group","",2016-02-06,422,14,2016-02-09,35.23,15.71,19.52,5.52,1,"trump",31,"rep"
"NH","Emerson College","",2016-02-06,686,18,2016-02-09,35.23,15.71,19.52,1.52,1,"trump",31,"rep"
"NH","University of Massachusetts Lowell","",2016-02-06,464,24,2016-02-09,35.23,15.71,19.52,4.48,1,"trump",34,"rep"
"NH","University of New Hampshire","",2016-02-06,362,21,2016-02-09,35.23,15.71,19.52,1.48,1,"trump",31,"rep"
"NH","Gravis Marketing","",2016-02-07,705,11,2016-02-09,35.23,15.71,19.52,8.52,1,"trump",28,"rep"
"NH","Overtime Politics","",2016-02-07,401,15,2016-02-09,35.23,15.71,19.52,4.52,1,"trump",29,"rep"
"NH","American Research Group","",2016-02-08,418,16,2016-02-09,35.23,15.71,19.52,3.52,1,"trump",33,"rep"
"AL","Master Image","",2016-02-10,1840,23,2016-03-01,43.42,21.09,22.33,0.67,1,"trump",36,"rep"
"MA","Overtime Politics","",2016-02-10,403,34,2016-03-01,49.1,17.99,31.11,2.89,1,"trump",43,"rep"
"VT","Castleton University","",2016-02-10,115,19.1,2016-03-01,32.52,30.17,2.35,16.75,1,"trump",33.2,"rep"
"SC","Opinion Savvy/InsiderAdvantage","",2016-02-11,779,21,2016-02-20,32.39,22.4,9.99,11.01,1,"trump",36,"rep"
"SC","YouGov","",2016-02-11,744,27,2016-02-20,32.39,22.4,9.99,17.01,1,"trump",42,"rep"
"SC","Gravis Marketing","",2016-02-12,1281,18,2016-02-20,32.39,22.4,9.99,8.01,1,"trump",37,"rep"
"SC","Trafalgar Group","",2016-02-12,1200,22,2016-02-20,32.39,22.4,9.99,12.01,1,"trump",34.5,"rep"
"NV","CNN/Opinion Research Corp.","",2016-02-13,245,26,2016-02-23,45.91,23.85,22.06,3.94,1,"trump",45,"rep"
"SC","American Research Group","",2016-02-13,400,21,2016-02-20,32.39,22.4,9.99,11.01,1,"trump",35,"rep"
"SC","CNN/Opinion Research Corp.","",2016-02-13,404,24,2016-02-20,32.39,22.4,9.99,14.01,1,"trump",38,"rep"
"VA","Overtime Politics","",2016-02-13,425,14,2016-03-01,34.8,31.98,2.82,11.18,1,"trump",33,"rep"
"SC","Trafalgar Group","",2016-02-14,1300,18.63,2016-02-20,32.39,22.4,9.99,8.64,1,"trump",32.65,"rep"
"NV","Gravis Marketing","",2016-02-15,687,20,2016-02-23,45.91,23.85,22.06,2.06,1,"trump",39,"rep"
"SC","American Research Group","",2016-02-15,400,17,2016-02-20,32.39,22.4,9.99,7.01,1,"trump",33,"rep"
"SC","Monmouth University","",2016-02-15,400,18,2016-02-20,32.39,22.4,9.99,8.01,1,"trump",35,"rep"
"SC","Public Policy Polling","",2016-02-15,897,17,2016-02-20,32.39,22.4,9.99,7.01,1,"trump",35,"rep"
"SC","Trafalgar Group","",2016-02-15,1700,18.74,2016-02-20,32.39,22.4,9.99,8.75,1,"trump",33.57,"rep"
"SC","Emerson College","",2016-02-16,375,14,2016-02-20,32.39,22.4,9.99,4.01,1,"trump",33,"rep"
"SC","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-02-16,759,17,2016-02-20,32.39,22.4,9.99,7.01,1,"trump",32,"rep"
"SC","Marist College","",2016-02-16,722,13,2016-02-20,32.39,22.4,9.99,3.01,1,"trump",28,"rep"
"SC","Trafalgar Group","",2016-02-16,2400,18.92,2016-02-20,32.39,22.4,9.99,8.93,1,"trump",34.74,"rep"
"TX","YouGov","",2016-02-16,407,8,2016-03-01,43.76,26.75,17.01,9.01,1,"trump",29,"rep"
"SC","Emerson College","",2016-02-17,418,17,2016-02-20,32.39,22.4,9.99,7.01,1,"trump",36,"rep"
"SC","Harper Polling","",2016-02-17,599,14,2016-02-20,32.39,22.4,9.99,4.01,1,"trump",29,"rep"
"SC","Trafalgar Group","",2016-02-17,5800,18.53,2016-02-20,32.39,22.4,9.99,8.54,1,"trump",34.12,"rep"
"TX","University of Houston","",2016-02-17,415,15,2016-03-01,43.76,26.75,17.01,2.01,1,"trump",20,"rep"
"SC","American Research Group","",2016-02-18,401,12,2016-02-20,32.39,22.4,9.99,2.01,1,"trump",34,"rep"
"SC","Overtime Politics","",2016-02-18,425,6,2016-02-20,32.39,22.4,9.99,3.99,1,"trump",31,"rep"
"MA","Emerson College","",2016-02-20,289,37,2016-03-01,49.1,17.99,31.11,5.89,1,"trump",50,"rep"
"MI","American Research Group","",2016-02-20,400,23,2016-03-08,36.47,24.85,11.62,11.38,1,"trump",35,"rep"
"VA","Roanoke College","",2016-02-20,466,25,2016-03-01,34.8,31.98,2.82,22.18,1,"trump",38,"rep"
"GA","Landmark Communications","",2016-02-21,500,9,2016-03-01,38.81,24.45,14.36,5.36,1,"trump",31.7,"rep"
"GA","Marist College","",2016-02-21,543,7,2016-03-01,38.81,24.45,14.36,7.36,1,"trump",30,"rep"
"TX","Marist College","",2016-02-21,537,13,2016-03-01,43.76,26.75,17.01,4.01,1,"trump",26,"rep"
"AK","Overtime Politics","",2016-02-22,318,-14,2016-03-01,36.38,33.64,2.74,16.74,0,"trump",41,"rep"
"MA","MassINC Polling Group","",2016-02-22,386,21,2016-03-01,49.1,17.99,31.11,10.11,1,"trump",40,"rep"
"MA","YouGov","",2016-02-22,292,36,2016-03-01,49.1,17.99,31.11,4.89,1,"trump",47,"rep"
"TX","Dixie Strategies","",2016-02-22,725,8.41,2016-03-01,43.76,26.75,17.01,8.6,1,"trump",24.83,"rep"
"TX","Emerson College","",2016-02-22,446,1,2016-03-01,43.76,26.75,17.01,16.01,1,"trump",28,"rep"
"TX","SurveyUSA","",2016-02-22,645,0,2016-03-01,43.76,26.75,17.01,17.01,0.5,"trump",32,"rep"
"FL","Quinnipiac University","",2016-02-23,705,16,2016-03-15,45.72,27.04,18.68,2.68,1,"trump",44,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-23,745,12,2016-03-01,38.81,24.45,14.36,2.36,1,"trump",34,"rep"
"GA","ResearchNow","",2016-02-23,400,23,2016-03-01,38.81,24.45,14.36,8.64,1,"trump",41.25,"rep"
"GA","SurveyUSA","",2016-02-23,684,26,2016-03-01,38.81,24.45,14.36,11.64,1,"trump",45,"rep"
"KS","Fort Hays State University","",2016-02-23,212,-12,2016-03-05,47.5,23.35,24.15,36.15,0,"trump",26,"rep"
"MI","Mitchell Research & Communications","",2016-02-23,459,25,2016-03-08,36.47,24.85,11.62,13.38,1,"trump",41,"rep"
"MI","Target Insyght","",2016-02-23,400,27,2016-03-08,36.47,24.85,11.62,15.38,1,"trump",41,"rep"
"OK","Cole Hargrave Snodgrass & Associates","",2016-02-23,400,-9,2016-03-01,34.37,28.32,6.05,15.05,0,"trump",29,"rep"
"TX","Monmouth University","",2016-02-23,456,15,2016-03-01,43.76,26.75,17.01,2.01,1,"trump",23,"rep"
"VA","Monmouth University","",2016-02-23,421,14,2016-03-01,34.8,31.98,2.82,11.18,1,"trump",41,"rep"
"AL","Master Image","",2016-02-24,1556,24,2016-03-01,43.42,21.09,22.33,1.67,1,"trump",36,"rep"
"FL","Gravis Marketing","",2016-02-24,751,20,2016-03-15,45.72,27.04,18.68,1.32,1,"trump",45,"rep"
"FL","Tel Opinion Research","",2016-02-24,600,7,2016-03-15,45.72,27.04,18.68,11.68,1,"trump",34,"rep"
"GA","YouGov","",2016-02-24,493,18,2016-03-01,38.81,24.45,14.36,3.64,1,"trump",40,"rep"
"IL","We Ask America","",2016-02-24,1311,22.57,2016-03-15,38.8,30.23,8.57,14,1,"trump",38.44,"rep"
"KY","Western Kentucky University","",2016-02-24,532,20,2016-03-05,35.92,31.57,4.35,15.65,1,"trump",35,"rep"
"OK","SoonerPoll.com","",2016-02-24,540,-16,2016-03-01,34.37,28.32,6.05,22.05,0,"trump",34,"rep"
"TN","Marist College","",2016-02-24,665,18,2016-03-01,38.94,24.71,14.23,3.77,1,"trump",40,"rep"
"TX","Crosswind Media & Public Relations","",2016-02-24,620,12,2016-03-01,43.76,26.75,17.01,5.01,1,"trump",26,"rep"
"TX","YouGov","",2016-02-24,796,11,2016-03-01,43.76,26.75,17.01,6.01,1,"trump",31,"rep"
"VA","YouGov","",2016-02-24,481,13,2016-03-01,34.8,31.98,2.82,10.18,1,"trump",40,"rep"
"FL","Public Policy Polling","",2016-02-25,464,20,2016-03-15,45.72,27.04,18.68,1.32,1,"trump",45,"rep"
"MA","Suffolk University","",2016-02-25,500,26,2016-03-01,49.1,17.99,31.11,5.11,1,"trump",43,"rep"
"MI","Marketing Resource Group (MRG)","",2016-02-25,217,15,2016-03-08,36.47,24.85,11.62,3.38,1,"trump",33,"rep"
"AL","Opinion Savvy/InsiderAdvantage","",2016-02-26,460,19.6,2016-03-01,43.42,21.09,22.33,2.73,1,"trump",35.8,"rep"
"AL","SurveyMonkey","",2016-02-26,741,29,2016-03-01,43.42,21.09,22.33,6.67,1,"trump",47,"rep"
"AR","SurveyMonkey","",2016-02-26,542,7,2016-03-01,32.79,30.5,2.29,4.71,1,"trump",34,"rep"
"GA","SurveyMonkey","",2016-02-26,1171,19,2016-03-01,38.81,24.45,14.36,4.64,1,"trump",39,"rep"
"OK","SurveyMonkey","",2016-02-26,636,-15,2016-03-01,34.37,28.32,6.05,21.05,0,"trump",34,"rep"
"TN","SurveyMonkey","",2016-02-26,772,33,2016-03-01,38.94,24.71,14.23,18.77,1,"trump",48,"rep"
"TX","SurveyMonkey","",2016-02-26,613,2,2016-03-01,43.76,26.75,17.01,15.01,1,"trump",31,"rep"
"VA","SurveyMonkey","",2016-02-26,848,10,2016-03-01,34.8,31.98,2.82,7.18,1,"trump",36,"rep"
"AL","Monmouth University","",2016-02-27,450,26,2016-03-01,43.42,21.09,22.33,3.67,1,"trump",42,"rep"
"GA","Trafalgar Group","",2016-02-27,1350,15.06,2016-03-01,38.81,24.45,14.36,0.7,1,"trump",38.6,"rep"
"MA","Emerson College","",2016-02-27,408,37.1,2016-03-01,49.1,17.99,31.11,5.99,1,"trump",51.4,"rep"
"OK","Monmouth University","",2016-02-27,403,-12,2016-03-01,34.37,28.32,6.05,18.05,0,"trump",35,"rep"
"TX","American Research Group","",2016-02-27,400,1,2016-03-01,43.76,26.75,17.01,16.01,1,"trump",32,"rep"
"TX","Emerson College","",2016-02-27,449,3.7,2016-03-01,43.76,26.75,17.01,13.31,1,"trump",31.7,"rep"
"GA","Landmark Communications","",2016-02-28,1400,18.9,2016-03-01,38.81,24.45,14.36,4.54,1,"trump",38.9,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-28,710,10,2016-03-01,38.81,24.45,14.36,4.36,1,"trump",33,"rep"
"MI","EPIC-MRA","",2016-02-28,400,10,2016-03-08,36.47,24.85,11.62,1.62,1,"trump",29,"rep"
"TX","Opinion Savvy/InsiderAdvantage","",2016-02-28,712,11,2016-03-01,43.76,26.75,17.01,6.01,1,"trump",25,"rep"
"MS","Magellan Strategies","",2016-02-29,995,24,2016-03-08,47.24,36.12,11.12,12.88,1,"trump",41,"rep"
"FL","Tarrance Group","R",2016-03-01,800,5,2016-03-15,45.72,27.04,18.68,13.68,1,"trump",35,"rep"
"LA","Magellan Strategies","",2016-03-01,609,20,2016-03-05,41.45,37.83,3.62,16.38,1,"trump",41,"rep"
"MI","Mitchell Research & Communications","",2016-03-01,679,25,2016-03-08,36.47,24.85,11.62,13.38,1,"trump",39,"rep"
"LA","Trafalgar Group","",2016-03-02,1509,18,2016-03-05,41.45,37.83,3.62,14.38,1,"trump",44,"rep"
"LA","University of New Orleans","",2016-03-02,1874,12,2016-03-05,41.45,37.83,3.62,8.38,1,"trump",38,"rep"
"MI","Marist College","",2016-03-02,482,19,2016-03-08,36.47,24.85,11.62,7.38,1,"trump",41,"rep"
"MI","Mitchell Research & Communications","",2016-03-02,643,23,2016-03-08,36.47,24.85,11.62,11.38,1,"trump",42,"rep"
"KS","Trafalgar Group","",2016-03-03,1060,-5.87,2016-03-05,47.5,23.35,24.15,30.02,0,"trump",35.18,"rep"
"LA","Gravis Marketing","",2016-03-03,1356,17,2016-03-05,41.45,37.83,3.62,13.38,1,"trump",48,"rep"
"MI","Trafalgar Group","",2016-03-03,1643,21.42,2016-03-08,36.47,24.85,11.62,9.8,1,"trump",41.87,"rep"
"MI","YouGov","",2016-03-03,637,15,2016-03-08,36.47,24.85,11.62,3.38,1,"trump",39,"rep"
"FL","CNN/Opinion Research Corp.","",2016-03-04,313,16,2016-03-15,45.72,27.04,18.68,2.68,1,"trump",40,"rep"
"FL","Tarrance Group","",2016-03-04,450,7,2016-03-15,45.72,27.04,18.68,11.68,1,"trump",38,"rep"
"IL","Research America Inc.","",2016-03-04,600,10,2016-03-15,38.8,30.23,8.57,1.43,1,"trump",32,"rep"
"OH","CNN/Opinion Research Corp.","",2016-03-04,359,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"trump",41,"rep"
"FL","Monmouth University","",2016-03-05,403,8,2016-03-15,45.72,27.04,18.68,10.68,1,"trump",38,"rep"
"FL","Quinnipiac University","",2016-03-05,657,23,2016-03-15,45.72,27.04,18.68,4.32,1,"trump",45,"rep"
"FL","SurveyUSA","",2016-03-05,937,20,2016-03-15,45.72,27.04,18.68,1.32,1,"trump",42,"rep"
"FL","University of North Florida","",2016-03-05,752,12,2016-03-15,45.72,27.04,18.68,6.68,1,"trump",36,"rep"
"MI","American Research Group","",2016-03-05,400,16,2016-03-08,36.47,24.85,11.62,4.38,0,"trump",31,"rep"
"MI","Monmouth University","",2016-03-05,402,13,2016-03-08,36.47,24.85,11.62,1.38,1,"trump",36,"rep"
"NC","National Research, Inc.","",2016-03-05,500,6,2016-03-15,40.23,36.76,3.47,2.53,1,"trump",32,"rep"
"OH","Public Policy Polling","",2016-03-05,638,-3,2016-03-15,46.95,35.87,11.08,14.08,0,"trump",38,"rep"
"OH","Quinnipiac University","",2016-03-05,685,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"trump",38,"rep"
"MI","Mitchell Research & Communications","",2016-03-06,663,23,2016-03-08,36.47,24.85,11.62,11.38,1,"trump",42,"rep"
"MI","Trafalgar Group","",2016-03-06,1610,17.63,2016-03-08,36.47,24.85,11.62,6.01,1,"trump",40.89,"rep"
"NC","SurveyUSA","",2016-03-06,688,14,2016-03-15,40.23,36.76,3.47,10.53,1,"trump",41,"rep"
"FL","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,813,23,2016-03-15,45.72,27.04,18.68,4.32,1,"trump",43,"rep"
"FL","Marist College","",2016-03-07,511,21,2016-03-15,45.72,27.04,18.68,2.32,1,"trump",43,"rep"
"FL","Tel Opinion Research","",2016-03-07,631,6,2016-03-15,45.72,27.04,18.68,12.68,1,"trump",33,"rep"
"IL","Marist College","",2016-03-07,421,9,2016-03-15,38.8,30.23,8.57,0.43,1,"trump",34,"rep"
"IL","We Ask America","",2016-03-07,1009,12.74,2016-03-15,38.8,30.23,8.57,4.17,1,"trump",32.64,"rep"
"MI","Mitchell Research & Communications","",2016-03-07,472,23,2016-03-08,36.47,24.85,11.62,11.38,1,"trump",41,"rep"
"MO","Fort Hays State University","",2016-03-07,208,7,2016-03-15,40.84,40.63,0.21,6.79,1,"trump",36,"rep"
"OH","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,806,5,2016-03-15,46.95,35.87,11.08,6.08,1,"trump",29,"rep"
"OH","Marist College","",2016-03-07,564,6,2016-03-15,46.95,35.87,11.08,5.08,1,"trump",33,"rep"
"AZ","MBQF","",2016-03-08,751,14,2016-03-22,45.95,27.61,18.34,4.34,1,"trump",37.3,"rep"
"FL","Mason-Dixon Polling & Research, Inc.","",2016-03-08,700,6,2016-03-15,45.72,27.04,18.68,12.68,1,"trump",36,"rep"
"FL","Public Policy Polling","",2016-03-08,904,10,2016-03-15,45.72,27.04,18.68,8.68,1,"trump",42,"rep"
"FL","Suffolk University","",2016-03-08,500,9,2016-03-15,45.72,27.04,18.68,9.68,1,"trump",36,"rep"
"AZ","Merrill Poll","",2016-03-09,300,12,2016-03-22,45.95,27.61,18.34,6.34,1,"trump",31,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-09,590,19,2016-03-15,45.72,27.04,18.68,0.32,1,"trump",43,"rep"
"FL","Trafalgar Group","",2016-03-09,1280,19,2016-03-15,45.72,27.04,18.68,0.32,1,"trump",42,"rep"
"FL","Florida Atlantic University","",2016-03-10,852,23,2016-03-15,45.72,27.04,18.68,4.32,1,"trump",44,"rep"
"FL","YouGov","",2016-03-10,873,23,2016-03-15,45.72,27.04,18.68,4.32,1,"trump",44,"rep"
"IL","YouGov","",2016-03-10,770,4,2016-03-15,38.8,30.23,8.57,4.57,1,"trump",38,"rep"
"NC","SurveyUSA","",2016-03-10,734,20,2016-03-15,40.23,36.76,3.47,16.53,1,"trump",48,"rep"
"OH","YouGov","",2016-03-10,798,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"trump",33,"rep"
"FL","Quinnipiac University","",2016-03-11,615,24,2016-03-15,45.72,27.04,18.68,5.32,1,"trump",46,"rep"
"OH","Quinnipiac University","",2016-03-11,721,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"trump",38,"rep"
"FL","American Research Group","",2016-03-12,400,25,2016-03-15,45.72,27.04,18.68,6.32,1,"trump",49,"rep"
"FL","Monmouth University","",2016-03-12,405,17,2016-03-15,45.72,27.04,18.68,1.68,1,"trump",44,"rep"
"NC","Public Policy Polling","",2016-03-12,749,11,2016-03-15,40.23,36.76,3.47,7.53,1,"trump",44,"rep"
"OH","Monmouth University","",2016-03-12,503,5,2016-03-15,46.95,35.87,11.08,6.08,1,"trump",35,"rep"
"UT","Dan Jones & Associates","",2016-03-12,215,29,2016-03-22,69.17,16.8,52.37,23.37,1,"trump",NA,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-13,787,18.1,2016-03-15,45.72,27.04,18.68,0.58,1,"trump",44.3,"rep"
"FL","Trafalgar Group","",2016-03-13,1500,20,2016-03-15,45.72,27.04,18.68,1.32,1,"trump",44,"rep"
"OH","American Research Group","",2016-03-13,400,6,2016-03-15,46.95,35.87,11.08,5.08,1,"trump",38,"rep"
"UT","Y2 Analytics","",2016-03-18,500,24,2016-03-22,69.17,16.8,52.37,28.37,1,"trump",NA,"rep"
"AZ","Opinion Savvy/InsiderAdvantage","",2016-03-20,607,12.5,2016-03-22,45.95,27.61,18.34,5.84,1,"trump",45.8,"rep"
"WI","Basswood Research","",2016-03-20,500,4.8,2016-04-05,48.2,35.02,13.18,8.38,1,"trump",31.4,"rep"
"WI","Emerson College","",2016-03-21,439,1,2016-04-05,48.2,35.02,13.18,12.18,1,"trump",35,"rep"
"WI","Optimus","",2016-03-23,7117,-3.7,2016-04-05,48.2,35.02,13.18,16.88,0,"trump",30.9,"rep"
"WI","Marquette University","",2016-03-26,471,9.2,2016-04-05,48.2,35.02,13.18,3.98,1,"trump",30.4,"rep"
"WI","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-29,742,10,2016-04-05,48.2,35.02,13.18,3.18,1,"trump",32,"rep"
"WI","Gravis Marketing","",2016-03-29,761,3,2016-04-05,48.2,35.02,13.18,10.18,1,"trump",41,"rep"
"WI","Loras College","",2016-03-29,416,7,2016-04-05,48.2,35.02,13.18,6.18,1,"trump",31,"rep"
"WI","Public Policy Polling","",2016-03-29,768,1,2016-04-05,48.2,35.02,13.18,12.18,1,"trump",37,"rep"
"NY","YouGov","",2016-03-31,657,32,2016-04-19,59.55,24.82,34.73,2.73,1,"trump",52,"rep"
"WI","YouGov","",2016-03-31,675,6,2016-04-05,48.2,35.02,13.18,7.18,1,"trump",37,"rep"
"WI","Emerson College","",2016-04-01,549,5,2016-04-05,48.2,35.02,13.18,8.18,1,"trump",35,"rep"
"WI","American Research Group","",2016-04-02,400,-10,2016-04-05,48.2,35.02,13.18,23.18,0,"trump",42,"rep"
"NY","Monmouth University","",2016-04-04,302,27,2016-04-19,59.55,24.82,34.73,7.73,1,"trump",52,"rep"
"NY","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,602,32,2016-04-19,59.55,24.82,34.73,2.73,1,"trump",54,"rep"
"NY","Gravis Marketing","",2016-04-06,857,32,2016-04-19,59.55,24.82,34.73,2.73,1,"trump",56,"rep"
"PA","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,802,28,2016-04-26,56.72,21.65,35.07,7.07,1,"trump",48,"rep"
"MD","Marist College","",2016-04-07,368,17,2016-04-26,54.1,23.22,30.88,13.88,1,"trump",41,"rep"
"NY","Emerson College","",2016-04-07,321,39,2016-04-19,59.55,24.82,34.73,4.27,1,"trump",56,"rep"
"NY","Liberty Opinion Research","",2016-04-07,6041,29,2016-04-19,59.55,24.82,34.73,5.73,1,"trump",52,"rep"
"NY","Baruch College","",2016-04-08,324,43,2016-04-19,59.55,24.82,34.73,8.27,1,"trump",60,"rep"
"NY","Marist College","",2016-04-08,259,33,2016-04-19,59.55,24.82,34.73,1.73,1,"trump",54,"rep"
"MD","TargetPoint","",2016-04-09,600,8,2016-04-26,54.1,23.22,30.88,22.88,1,"trump",33,"rep"
"NY","Public Policy Polling","",2016-04-09,483,26,2016-04-19,59.55,24.82,34.73,8.73,1,"trump",51,"rep"
"NY","Quinnipiac University","",2016-04-09,550,35,2016-04-19,59.55,24.82,34.73,0.27,1,"trump",55,"rep"
"NY","Siena College","",2016-04-09,469,23,2016-04-19,59.55,24.82,34.73,11.73,1,"trump",50,"rep"
"PA","Muhlenberg College","",2016-04-10,422,18,2016-04-26,56.72,21.65,35.07,17.07,1,"trump",41,"rep"
"CT","Emerson College","",2016-04-11,354,24,2016-04-26,57.87,28.36,29.51,5.51,1,"trump",50,"rep"
"MD","Monmouth University","",2016-04-11,301,20,2016-04-26,54.1,23.22,30.88,10.88,1,"trump",47,"rep"
"PA","Monmouth University","",2016-04-11,303,16,2016-04-26,56.72,21.65,35.07,19.07,1,"trump",44,"rep"
"NY","Marist College","",2016-04-12,313,29,2016-04-19,59.55,24.82,34.73,5.73,1,"trump",54,"rep"
"NY","Gravis Marketing","",2016-04-13,481,35,2016-04-19,59.55,24.82,34.73,0.27,1,"trump",57,"rep"
"NY","Optimus","",2016-04-13,14201,25,2016-04-19,59.55,24.82,34.73,9.73,1,"trump",51,"rep"
"NY","YouGov","",2016-04-14,705,35,2016-04-19,59.55,24.82,34.73,0.27,1,"trump",54,"rep"
"PA","YouGov","",2016-04-14,833,20,2016-04-26,56.72,21.65,35.07,15.07,1,"trump",46,"rep"
"CT","Quinnipiac University","",2016-04-15,823,20,2016-04-26,57.87,28.36,29.51,9.51,1,"trump",48,"rep"
"PA","Franklin & Marshall College","",2016-04-15,364,14,2016-04-26,56.72,21.65,35.07,21.07,1,"trump",40,"rep"
"MD","Public Policy Polling","",2016-04-16,310,14,2016-04-26,54.1,23.22,30.88,16.88,1,"trump",43,"rep"
"NY","Emerson College","",2016-04-16,361,34,2016-04-19,59.55,24.82,34.73,0.73,1,"trump",55,"rep"
"DE","Gravis Marketing","",2016-04-18,1038,37,2016-04-26,60.77,20.35,40.42,3.42,1,"trump",55,"rep"
"PA","Marist College","",2016-04-19,571,18,2016-04-26,56.72,21.65,35.07,17.07,1,"trump",45,"rep"
"IN","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-20,602,8,2016-05-03,53.26,36.64,16.62,8.62,1,"trump",41,"rep"
"IN","Indiana University-Purdue University Fort Wayne","",2016-04-20,400,-15.8,2016-05-03,53.26,36.64,16.62,32.42,0,"trump",29,"rep"
"IN","Public Opinion Strategies","",2016-04-20,507,6,2016-05-03,53.26,36.64,16.62,10.62,1,"trump",37,"rep"
"RI","Brown University","",2016-04-20,164,12.2,2016-04-26,63.66,24.29,39.37,27.17,1,"trump",37.5,"rep"
"IN","YouGov","",2016-04-21,439,5,2016-05-03,53.26,36.64,16.62,11.62,1,"trump",40,"rep"
"MD","Gravis Marketing","",2016-04-21,759,29,2016-04-26,54.1,23.22,30.88,1.88,1,"trump",53,"rep"
"PA","YouGov","",2016-04-21,934,23,2016-04-26,56.72,21.65,35.07,12.07,1,"trump",49,"rep"
"CT","Public Policy Polling","",2016-04-23,512,34,2016-04-26,57.87,28.36,29.51,4.49,1,"trump",59,"rep"
"MD","American Research Group","",2016-04-23,400,34,2016-04-26,54.1,23.22,30.88,3.12,1,"trump",55,"rep"
"PA","American Research Group","",2016-04-23,400,27,2016-04-26,56.72,21.65,35.07,8.07,1,"trump",50,"rep"
"PA","Public Policy Polling","",2016-04-23,826,26,2016-04-26,56.72,21.65,35.07,9.07,1,"trump",51,"rep"
"RI","Public Policy Polling","",2016-04-23,511,38,2016-04-26,63.66,24.29,39.37,1.37,1,"trump",61,"rep"
"CT","Gravis Marketing","",2016-04-24,964,27,2016-04-26,57.87,28.36,29.51,2.51,1,"trump",54,"rep"
"PA","Opinion Savvy/InsiderAdvantage","",2016-04-24,1050,19.7,2016-04-26,56.72,21.65,35.07,15.37,1,"trump",47.9,"rep"
"RI","Gravis Marketing","",2016-04-24,566,37,2016-04-26,63.66,24.29,39.37,2.37,1,"trump",58,"rep"
"IN","Clout Research/Wenzel Strategies","",2016-04-27,423,1.9,2016-05-03,53.26,36.64,16.62,14.72,1,"trump",37.1,"rep"
"IN","Marist College","",2016-04-27,645,15,2016-05-03,53.26,36.64,16.62,1.62,1,"trump",49,"rep"
